Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,Delay
2006,1,1,7,1738.0,1730,1915.0,1919,DL,1706,N173DZ,97.0,109.0,81.0,-4.0,8.0,ATL,FLL,581,5,11,0,0,0,0,0,0,0,Y
2006,10,19,4,1520.0,1525,1843.0,1850,AA,1316,N499AA,143.0,145.0,116.0,-7.0,-5.0,DFW,TPA,929,2,25,0,0,0,0,0,0,0,N
2006,6,28,3,1707.0,1655,2149.0,1933,UA,289,N814UA,462.0,338.0,321.0,136.0,12.0,IAD,OAK,2408,5,136,0,0,12,0,124,0,0,Y
2006,5,16,2,1331.0,1335,1719.0,1716,AA,1852,N4XPAA,168.0,161.0,149.0,3.0,-4.0,STL,FLL,1056,5,14,0,0,0,0,0,0,0,Y
2006,3,6,1,955.0,1000,1052.0,1108,US,416,N525AU,57.0,68.0,46.0,-16.0,-5.0,PIT,PHL,267,2,9,0,0,0,0,0,0,0,N
2006,7,18,2,621.0,630,751.0,807,CO,451,N14605,90.0,97.0,66.0,-16.0,-9.0,LGA,CLE,418,8,16,0,0,0,0,0,0,0,N
2006,4,5,3,1425.0,1407,1559.0,1547,EV,4548,N924EV,94.0,100.0,81.0,12.0,18.0,ATL,TOL,549,4,9,0,0,0,0,0,0,0,Y
2006,3,30,4,28.0,2359,120.0,59,US,636,N632AW,52.0,60.0,34.0,21.0,29.0,LAS,ONT,197,5,13,0,0,0,0,0,0,21,Y
2006,4,29,6,1819.0,1820,2017.0,2011,OO,3796,N445SW,178.0,171.0,158.0,6.0,-1.0,SAT,SLC,1086,8,12,0,0,0,0,0,0,0,Y
2006,11,21,2,1206.0,1211,1339.0,1355,XE,3220,N14568,93.0,104.0,72.0,-16.0,-5.0,PNS,IAH,489,13,8,0,0,0,0,0,0,0,N
2006,8,3,4,917.0,922,1253.0,1257,AA,352,N551AA,156.0,155.0,128.0,-4.0,-5.0,SLC,DFW,988,15,13,0,0,0,0,0,0,0,N
2006,11,21,2,1118.0,1125,1219.0,1215,MQ,3953,N658AE,61.0,50.0,28.0,4.0,-7.0,MSN,ORD,109,7,26,0,0,0,0,0,0,0,Y
2006,2,25,6,810.0,821,940.0,944,YV,7141,N47239,90.0,83.0,61.0,-4.0,-11.0,IAD,GSP,383,5,24,0,0,0,0,0,0,0,N
2006,10,4,3,1204.0,1045,1736.0,1615,AA,316,N557AA,212.0,210.0,176.0,81.0,79.0,SFO,DFW,1464,16,20,0,0,0,0,2,0,79,Y
2006,3,28,2,1115.0,1120,1207.0,1234,US,804,N518AU,52.0,74.0,40.0,-27.0,-5.0,PHL,ALB,212,3,9,0,0,0,0,0,0,0,N
2006,10,12,4,853.0,900,956.0,958,OO,5772,N212SW,63.0,58.0,44.0,-2.0,-7.0,PSP,LAS,173,6,13,0,0,0,0,0,0,0,N
2006,4,12,3,1826.0,1830,1946.0,1949,CO,221,N14337,140.0,139.0,114.0,-3.0,-4.0,ATL,IAH,689,5,21,0,0,0,0,0,0,0,N
2006,8,19,6,1605.0,1616,1833.0,1850,EV,4525,N933EV,88.0,94.0,67.0,-17.0,-11.0,BTR,ATL,449,10,11,0,0,0,0,0,0,0,N
2006,3,7,2,810.0,805,1341.0,1359,AA,1771,N5EKAA,211.0,234.0,192.0,-18.0,5.0,SNA,ORD,1726,8,11,0,0,0,0,0,0,0,Y
2006,6,23,5,1733.0,1725,1844.0,1855,AA,2475,N455AA,71.0,90.0,54.0,-11.0,8.0,MCI,ORD,403,7,10,0,0,0,0,0,0,0,Y
2006,5,19,5,954.0,959,1054.0,1103,MQ,3762,N932AE,60.0,64.0,45.0,-9.0,-5.0,AMA,DFW,313,11,4,0,0,0,0,0,0,0,N
2006,9,11,1,726.0,730,822.0,832,DL,1415,N683DA,56.0,62.0,42.0,-10.0,-4.0,ATL,JAX,270,4,10,0,0,0,0,0,0,0,N
2006,2,6,1,1426.0,1415,1509.0,1511,EV,4354,N935EV,103.0,116.0,84.0,-2.0,11.0,CVG,OMA,614,9,10,0,0,0,0,0,0,0,Y
2006,4,13,4,1907.0,1915,2017.0,2032,DL,1766,N908DA,130.0,137.0,109.0,-15.0,-8.0,SLC,SEA,689,7,14,0,0,0,0,0,0,0,N
2006,7,1,6,758.0,800,1044.0,1056,AS,11,N624AS,346.0,356.0,318.0,-12.0,-2.0,EWR,SEA,2401,8,20,0,0,0,0,0,0,0,N
2006,6,8,4,626.0,630,753.0,815,UA,1189,N576UA,87.0,105.0,68.0,-22.0,-4.0,SFO,SNA,372,4,15,0,0,0,0,0,0,0,N
2006,11,6,1,2059.0,2100,2200.0,2150,MQ,4053,N659AE,61.0,50.0,26.0,10.0,-1.0,ORD,DBQ,147,4,31,0,0,0,0,0,0,0,Y
2006,7,28,5,1451.0,1500,1734.0,1744,OO,3841,N429SW,103.0,104.0,86.0,-10.0,-9.0,TUS,SLC,601,8,9,0,0,0,0,0,0,0,N
2006,11,7,2,952.0,1001,1107.0,1121,YV,7186,N591ML,75.0,80.0,54.0,-14.0,-9.0,BUF,IAD,284,7,14,0,0,0,0,0,0,0,N
2006,5,17,3,810.0,650,1106.0,943,OH,5727,N779CA,116.0,113.0,103.0,83.0,80.0,JAN,CVG,555,3,10,0,0,0,80,3,0,0,Y
2006,6,29,4,1030.0,1030,1255.0,1300,WN,2684,N653SW,85.0,90.0,67.0,-5.0,0.0,BHM,MCO,478,3,15,0,0,0,0,0,0,0,N
2006,3,14,2,751.0,758,824.0,830,UA,775,N904UA,93.0,92.0,64.0,-6.0,-7.0,CLE,ORD,316,7,22,0,0,0,0,0,0,0,N
2006,4,10,1,1410.0,1410,1449.0,1507,YV,5030,N909FJ,39.0,57.0,23.0,-18.0,0.0,CLT,AGS,140,5,11,0,0,0,0,0,0,0,N
2006,6,14,3,1251.0,1256,1456.0,1504,FL,1043,N940AT,125.0,128.0,100.0,-8.0,-5.0,PHL,ATL,665,9,16,0,0,0,0,0,0,0,N
2006,2,7,2,1850.0,1855,2035.0,2050,WN,437,N679,105.0,115.0,95.0,-15.0,-5.0,IND,JAX,688,5,5,0,0,0,0,0,0,0,N
2006,6,15,4,810.0,815,854.0,900,WN,2268,N525,164.0,165.0,153.0,-6.0,-5.0,SAT,LAS,1069,6,5,0,0,0,0,0,0,0,N
2006,4,13,4,1830.0,1830,1859.0,1905,OO,6970,N719SK,89.0,95.0,59.0,-6.0,0.0,CLE,ORD,316,18,12,0,0,0,0,0,0,0,N
2006,1,9,1,1403.0,1408,1457.0,1513,MQ,3008,N397AE,54.0,65.0,41.0,-16.0,-5.0,SBP,LAX,155,7,6,0,0,0,0,0,0,0,N
2006,2,13,1,1150.0,1150,1331.0,1337,FL,903,N998AT,101.0,107.0,79.0,-6.0,0.0,PHF,ATL,508,7,15,0,0,0,0,0,0,0,N
2006,3,11,6,700.0,708,848.0,830,CO,1869,N13718,168.0,142.0,150.0,18.0,-8.0,JAX,IAH,817,5,13,0,0,0,0,18,0,0,Y
2006,8,31,4,658.0,705,736.0,741,NW,1685,N9334,98.0,96.0,73.0,-5.0,-7.0,DTW,STL,440,8,17,0,0,0,0,0,0,0,N
2006,4,14,5,2011.0,2000,2303.0,2315,WN,1135,N756,112.0,135.0,96.0,-12.0,11.0,DEN,MDW,895,3,13,0,0,0,0,0,0,0,Y
2006,11,2,4,1223.0,1215,1351.0,1338,XE,2461,N15555,88.0,83.0,67.0,13.0,8.0,JAN,IAH,351,10,11,0,0,0,0,0,0,0,Y
2006,10,14,6,1506.0,1505,1634.0,1620,B6,32,N510JB,88.0,75.0,63.0,14.0,1.0,JFK,ROC,264,8,17,0,0,0,0,0,0,0,Y
2006,2,1,3,1920.0,1915,2045.0,2045,WN,961,N637SW,145.0,150.0,127.0,0.0,5.0,SAT,PHX,843,8,10,0,0,0,0,0,0,0,Y
2006,6,27,2,1250.0,1238,1505.0,1450,DL,998,N933DL,135.0,132.0,102.0,15.0,12.0,ATL,JFK,760,11,22,0,0,0,0,15,0,0,Y
2006,3,28,2,1106.0,1050,1349.0,1353,EV,4309,N916EV,103.0,123.0,88.0,-4.0,16.0,MLI,ATL,633,5,10,0,0,0,0,0,0,0,Y
2006,7,25,2,1243.0,1250,1354.0,1410,B6,146,N625JB,71.0,80.0,48.0,-16.0,-7.0,JFK,BUF,301,3,20,0,0,0,0,0,0,0,N
2006,2,26,7,1933.0,1925,2033.0,2035,XE,2749,N14516,60.0,70.0,35.0,-2.0,8.0,IAH,AEX,190,4,21,0,0,0,0,0,0,0,Y
2006,2,16,4,1419.0,1424,1731.0,1746,AA,2476,N481AA,132.0,142.0,116.0,-15.0,-5.0,STL,RSW,979,4,12,0,0,0,0,0,0,0,N
2006,11,28,2,1131.0,1135,1607.0,1620,AA,1045,N413AA,156.0,165.0,134.0,-13.0,-4.0,PSP,DFW,1126,8,14,0,0,0,0,0,0,0,N
2006,4,10,1,835.0,840,943.0,950,XE,2884,N14940,68.0,70.0,36.0,-7.0,-5.0,EWR,BWI,169,4,28,0,0,0,0,0,0,0,N
2006,7,2,7,2011.0,1946,2201.0,2149,MQ,4422,N697AB,50.0,63.0,33.0,12.0,25.0,MSN,MQT,241,3,14,0,0,0,0,0,0,0,Y
2006,8,5,6,1424.0,1432,1538.0,1558,FL,148,N954AT,134.0,146.0,121.0,-20.0,-8.0,MCO,BMI,936,3,10,0,0,0,0,0,0,0,N
2006,9,24,7,655.0,700,1004.0,1005,FL,122,N604AT,129.0,125.0,106.0,-1.0,-5.0,DFW,ATL,732,15,8,0,0,0,0,0,0,0,N
2006,12,19,2,1224.0,1232,1327.0,1325,EV,4630,N635AS,63.0,53.0,36.0,2.0,-8.0,ATL,CHA,106,4,23,0,0,0,0,0,0,0,Y
2006,5,30,2,1222.0,1225,1532.0,1512,DL,1516,N685DA,190.0,167.0,153.0,20.0,-3.0,PBI,LGA,1035,24,13,0,0,0,0,20,0,0,Y
2006,10,29,7,742.0,745,811.0,825,WN,1008,N504,89.0,100.0,77.0,-14.0,-3.0,TPA,MSY,487,5,7,0,0,0,0,0,0,0,N
2006,7,4,2,1301.0,1315,1558.0,1632,CO,44,N19357,177.0,197.0,153.0,-34.0,-14.0,MIA,EWR,1086,10,14,0,0,0,0,0,0,0,N
2006,1,17,2,1716.0,1700,1845.0,1825,WN,1924,N300SW,89.0,85.0,72.0,20.0,16.0,HOU,TUL,453,5,12,0,0,0,0,4,0,16,Y
2006,7,17,1,2058.0,2105,5.0,9,UA,1230,N454UA,127.0,124.0,103.0,-4.0,-7.0,ORD,BDL,783,4,20,0,0,0,0,0,0,0,N
2006,5,23,2,1814.0,1808,2128.0,2132,AA,1470,N227AA,134.0,144.0,118.0,-4.0,6.0,DFW,CLT,936,4,12,0,0,0,0,0,0,0,Y
2006,11,17,5,612.0,615,926.0,945,F9,650,N806FR,134.0,150.0,110.0,-19.0,-3.0,SFO,DEN,967,7,17,0,0,0,0,0,0,0,N
2006,5,3,3,2035.0,2039,2129.0,2140,AA,1527,N590AA,54.0,61.0,41.0,-11.0,-4.0,DFW,SAT,247,3,10,0,0,0,0,0,0,0,N
2006,5,28,7,855.0,855,1025.0,1025,WN,2952,N345,90.0,90.0,81.0,0.0,0.0,SAN,SMF,480,3,6,0,0,0,0,0,0,0,N
2006,12,22,5,1414.0,1340,1538.0,1454,NW,351,N774NC,84.0,74.0,65.0,44.0,34.0,MEM,MSY,349,8,11,0,0,12,0,10,0,22,Y
2006,10,27,5,1051.0,1050,1536.0,1535,WN,1693,N607SW,165.0,165.0,152.0,1.0,1.0,LAX,AUS,1242,3,10,0,0,0,0,0,0,0,Y
2006,10,13,5,1056.0,1055,1158.0,1210,WN,1109,N209,62.0,75.0,50.0,-12.0,1.0,FLL,JAX,318,6,6,0,0,0,0,0,0,0,Y
2006,3,20,1,1832.0,1835,2034.0,2057,US,187,N913AW,62.0,82.0,43.0,-23.0,-3.0,SAN,PHX,304,6,13,0,0,0,0,0,0,0,N
2006,11,9,4,839.0,840,918.0,914,HA,155,N484HA,39.0,34.0,23.0,4.0,-1.0,OGG,HNL,100,8,8,0,0,0,0,0,0,0,Y
2006,5,4,4,2000.0,1825,2105.0,1930,WN,2948,N713SW,65.0,65.0,48.0,95.0,95.0,OMA,STL,342,5,12,0,0,88,0,0,0,7,Y
2006,10,11,3,1601.0,1550,1826.0,1837,YV,7462,N77181,85.0,107.0,49.0,-11.0,11.0,ORD,ROA,531,3,33,0,0,0,0,0,0,0,Y
2006,11,6,1,1254.0,1255,1337.0,1347,US,1817,N722UW,43.0,52.0,30.0,-10.0,-1.0,CLT,MYR,156,3,10,0,0,0,0,0,0,0,N
2006,4,2,7,936.0,945,1242.0,1227,XE,3183,N17138,186.0,162.0,162.0,15.0,-9.0,ORD,IAH,925,6,18,0,0,0,0,15,0,0,Y
2006,3,17,5,600.0,600,807.0,808,UA,1558,N408UA,127.0,128.0,102.0,-1.0,0.0,MCO,IAD,758,11,14,0,0,0,0,0,0,0,N
2006,4,21,5,907.0,915,1033.0,1024,CO,669,N38257,266.0,249.0,239.0,9.0,-8.0,CLE,PHX,1737,11,16,0,0,0,0,0,0,0,Y
2006,6,23,5,1734.0,1738,1901.0,1907,MQ,4044,N631AE,87.0,89.0,60.0,-6.0,-4.0,ORD,BNA,409,7,20,0,0,0,0,0,0,0,N
2006,3,23,4,631.0,640,934.0,935,B6,533,N537JB,183.0,175.0,160.0,-1.0,-9.0,EWR,TPA,998,5,18,0,0,0,0,0,0,0,N
2006,12,1,5,1746.0,1740,1831.0,1830,WN,2943,N210,45.0,50.0,30.0,1.0,6.0,TPA,PBI,174,5,10,0,0,0,0,0,0,0,Y
2006,9,15,5,1238.0,1130,1505.0,1359,EV,4655,N829AS,147.0,149.0,110.0,66.0,68.0,HPN,ATL,780,11,26,0,0,0,0,0,0,66,Y
2006,8,28,1,1958.0,1915,2111.0,2034,XE,2705,N14937,73.0,79.0,50.0,37.0,43.0,CLE,IAD,288,7,16,0,0,4,0,0,0,33,Y
2006,2,18,6,1440.0,1420,1556.0,1537,XE,3251,N19554,76.0,77.0,54.0,19.0,20.0,IAH,BRO,308,5,17,0,0,0,0,0,0,19,Y
2006,10,17,2,2112.0,2020,45.0,2318,CO,639,N73291,213.0,178.0,184.0,87.0,52.0,MIA,EWR,1086,7,22,0,0,0,52,35,0,0,Y
2006,10,6,5,700.0,700,839.0,845,WN,2087,N637SW,99.0,105.0,87.0,-6.0,0.0,PDX,SJC,569,4,8,0,0,0,0,0,0,0,N
2006,4,11,2,1536.0,1405,1716.0,1528,UA,383,N831UA,100.0,83.0,64.0,108.0,91.0,SFO,SAN,447,3,33,0,0,0,0,17,0,91,Y
2006,12,22,5,2130.0,2130,528.0,515,AA,74,N3DKAA,298.0,285.0,264.0,13.0,0.0,LAX,IAD,2288,7,27,0,0,0,0,0,0,0,Y
2006,8,19,6,1620.0,1624,1745.0,1754,YV,2777,N37218,85.0,90.0,62.0,-9.0,-4.0,PHX,BFL,425,5,18,0,0,0,0,0,0,0,N
2006,3,21,2,2033.0,2034,2041.0,2054,US,663,N305AW,68.0,80.0,53.0,-13.0,-1.0,PHX,SNA,338,4,11,0,0,0,0,0,0,0,N
2006,7,16,7,2100.0,2105,2129.0,2142,OO,3915,N433SW,89.0,97.0,75.0,-13.0,-5.0,SLC,PSP,541,4,10,0,0,0,0,0,0,0,N
2006,3,2,4,815.0,815,1055.0,1115,WN,2612,N348,220.0,240.0,200.0,-20.0,0.0,BWI,AUS,1342,4,16,0,0,0,0,0,0,0,N
2006,1,2,1,1451.0,1450,1553.0,1540,OO,3927,N448SW,122.0,110.0,98.0,13.0,1.0,SLC,OAK,588,6,18,0,0,0,0,0,0,0,Y
2006,8,12,6,1206.0,1200,1317.0,1315,EV,4571,N937EV,131.0,135.0,102.0,2.0,6.0,ATL,ICT,781,5,24,0,0,0,0,0,0,0,Y
2006,4,27,4,632.0,641,706.0,659,MQ,4449,N827AE,94.0,78.0,59.0,7.0,-9.0,LEX,ORD,323,7,28,0,0,0,0,0,0,0,Y
2006,10,6,5,849.0,840,1002.0,945,AA,637,N233AA,73.0,65.0,53.0,17.0,9.0,STL,ORD,258,6,14,0,0,0,0,8,0,9,Y
2006,7,5,3,1150.0,1145,1259.0,1302,US,475,N511AU,69.0,77.0,55.0,-3.0,5.0,CMH,CLT,346,6,8,0,0,0,0,0,0,0,Y
2006,9,4,1,1750.0,1755,1834.0,1845,WN,915,N484,44.0,50.0,33.0,-11.0,-5.0,TPA,PBI,174,4,7,0,0,0,0,0,0,0,N
2006,8,25,5,2110.0,1915,2252.0,2057,XE,2782,N13936,102.0,102.0,50.0,115.0,115.0,EWR,RIC,278,5,47,0,0,1,0,0,0,114,Y
2006,3,9,4,1742.0,1715,1839.0,1801,OO,6075,N218SW,57.0,46.0,39.0,38.0,27.0,LAX,SAN,109,4,14,0,0,38,0,0,0,0,Y
2006,1,27,5,1040.0,1050,1140.0,1155,UA,1485,N408UA,60.0,65.0,40.0,-15.0,-10.0,LAS,LAX,236,5,15,0,0,0,0,0,0,0,N
2006,9,14,4,1558.0,1540,1646.0,1640,WN,1758,N654SW,108.0,120.0,99.0,6.0,18.0,BWI,BHM,682,2,7,0,0,0,0,0,0,0,Y
2006,7,24,1,1510.0,1518,1706.0,1722,MQ,4341,N686AE,56.0,64.0,38.0,-16.0,-8.0,ORD,TVC,224,2,16,0,0,0,0,0,0,0,N
2006,5,12,5,1645.0,1645,1718.0,1723,OH,5349,N514CA,33.0,38.0,18.0,-5.0,0.0,CVG,LEX,70,5,10,0,0,0,0,0,0,0,N
2006,10,1,7,1320.0,1325,1828.0,1820,AA,1308,N244AA,188.0,175.0,157.0,8.0,-5.0,LAX,AUS,1242,7,24,0,0,0,0,0,0,0,Y
2006,11,5,7,1057.0,1103,1209.0,1225,XE,3229,N13968,72.0,82.0,55.0,-16.0,-6.0,BRO,IAH,308,7,10,0,0,0,0,0,0,0,N
2006,2,15,3,1945.0,1946,2231.0,2257,MQ,4418,N857AE,106.0,131.0,91.0,-26.0,-1.0,ORD,HPN,738,5,10,0,0,0,0,0,0,0,N
2006,8,8,2,1107.0,1107,1319.0,1329,FL,361,N283AT,132.0,142.0,101.0,-10.0,0.0,LGA,ATL,761,7,24,0,0,0,0,0,0,0,N
2006,12,23,6,1125.0,1125,1506.0,1450,AA,2273,N5CYAA,161.0,145.0,145.0,16.0,0.0,MIA,SJU,1045,4,12,0,0,0,0,16,0,0,Y
2006,2,28,2,1855.0,1855,2035.0,2040,WN,428,N318,160.0,165.0,145.0,-5.0,0.0,TPA,MDW,997,5,10,0,0,0,0,0,0,0,N
2006,3,19,7,2210.0,2105,2316.0,2200,WN,2218,N371,126.0,115.0,112.0,76.0,65.0,PHX,SMF,647,4,10,0,0,15,0,11,0,50,Y
2006,9,11,1,700.0,700,903.0,859,AS,226,N552AS,123.0,119.0,105.0,4.0,0.0,SEA,SFO,679,9,9,0,0,0,0,0,0,0,Y
2006,8,21,1,1545.0,1535,1535.0,1528,EV,4387,N973EV,50.0,53.0,24.0,7.0,10.0,ATL,BHM,134,5,21,0,0,0,0,0,0,0,Y
2006,10,30,1,829.0,830,945.0,943,DL,1754,N920DL,76.0,73.0,61.0,2.0,-1.0,LEX,ATL,303,5,10,0,0,0,0,0,0,0,Y
2006,6,30,5,1436.0,1430,1544.0,1539,DL,1956,N913DE,68.0,69.0,48.0,5.0,6.0,DCA,LGA,214,3,17,0,0,0,0,0,0,0,Y
2006,6,4,7,1544.0,1545,1822.0,1801,OO,5830,N754SK,98.0,76.0,51.0,21.0,-1.0,ORD,CLE,316,4,43,0,0,21,0,0,0,0,Y
2006,1,28,6,1129.0,1131,1247.0,1256,YV,7075,N436YV,78.0,85.0,56.0,-9.0,-2.0,DEN,DRO,251,5,17,0,0,0,0,0,0,0,N
2006,6,7,3,1003.0,955,1056.0,1050,EV,4903,N702EV,53.0,55.0,31.0,6.0,8.0,SLC,JAC,205,6,16,0,0,0,0,0,0,0,Y
2006,6,9,5,1122.0,1123,1317.0,1322,XE,3257,N17185,115.0,119.0,88.0,-5.0,-1.0,IND,EWR,644,6,21,0,0,0,0,0,0,0,N
2006,8,20,7,636.0,617,1053.0,1014,AA,722,N5CXAA,197.0,177.0,177.0,39.0,19.0,ORD,MIA,1197,7,13,0,0,19,0,20,0,0,Y
2006,7,24,1,1247.0,1250,1606.0,1611,DL,877,N937DL,139.0,141.0,115.0,-5.0,-3.0,AUS,ATL,813,12,12,0,0,0,0,0,0,0,N
2006,3,20,1,1855.0,1900,2048.0,2056,OH,5788,N416CA,113.0,116.0,97.0,-8.0,-5.0,CVG,HPN,597,4,12,0,0,0,0,0,0,0,N
2006,11,20,1,1739.0,1750,2047.0,2038,NW,859,N943N,188.0,168.0,170.0,9.0,-11.0,MSY,MSP,1040,5,13,0,0,0,0,0,0,0,Y
2006,12,26,2,1935.0,1935,2105.0,2047,OH,5169,N655CA,90.0,72.0,46.0,18.0,0.0,CVG,GSP,317,5,39,0,0,0,0,18,0,0,Y
2006,9,15,5,1246.0,1235,1403.0,1355,WN,1117,N412,77.0,80.0,66.0,8.0,11.0,SAN,SJC,417,2,9,0,0,0,0,0,0,0,Y
2006,10,2,1,1848.0,1750,2050.0,2001,EV,4328,N821AS,122.0,131.0,108.0,49.0,58.0,GRR,ATL,640,13,1,0,0,49,0,0,0,0,Y
2006,4,9,7,1710.0,1700,1819.0,1811,UA,761,N942UA,189.0,191.0,169.0,8.0,10.0,CMH,DEN,1155,10,10,0,0,0,0,0,0,0,Y
2006,10,30,1,1320.0,1317,1422.0,1422,FL,541,N959AT,62.0,65.0,41.0,0.0,3.0,SAV,ATL,215,12,9,0,0,0,0,0,0,0,Y
2006,10,31,2,2036.0,2045,2205.0,2225,B6,1219,N178JB,89.0,100.0,73.0,-20.0,-9.0,BOS,BUF,396,3,13,0,0,0,0,0,0,0,N
2006,9,8,5,752.0,755,847.0,845,MQ,3036,N901AE,55.0,50.0,40.0,2.0,-3.0,SBA,LAX,89,6,9,0,0,0,0,0,0,0,Y
2006,10,7,6,1101.0,1100,1247.0,1245,DL,1429,N684DA,106.0,105.0,77.0,2.0,1.0,RSW,ATL,515,18,11,0,0,0,0,0,0,0,Y
2006,10,15,7,733.0,735,1112.0,1113,XE,3081,N11113,159.0,158.0,135.0,-1.0,-2.0,IAH,RDU,1043,3,21,0,0,0,0,0,0,0,N
2006,2,3,5,756.0,755,1122.0,1120,XE,3096,N12167,146.0,145.0,128.0,2.0,1.0,IAH,PBI,956,3,15,0,0,0,0,0,0,0,Y
2006,10,29,7,1904.0,1859,2036.0,2021,DL,1875,N609DL,92.0,82.0,60.0,15.0,5.0,ATL,RDU,356,5,27,0,0,0,0,15,0,0,Y
2006,6,28,3,1809.0,1809,1900.0,1902,AA,410,N450AA,171.0,173.0,149.0,-2.0,0.0,DFW,PSP,1126,4,18,0,0,0,0,0,0,0,N
2006,6,15,4,1125.0,1100,1230.0,1209,CO,1106,N14652,65.0,69.0,47.0,21.0,25.0,DCA,EWR,199,9,9,0,0,0,0,1,0,20,Y
2006,2,6,1,636.0,640,813.0,759,XE,2289,N17108,97.0,79.0,51.0,14.0,-4.0,BTV,EWR,266,10,36,0,0,0,0,0,0,0,Y
2006,8,13,7,1319.0,1324,1642.0,1625,NW,1050,N604NW,143.0,121.0,95.0,17.0,-5.0,MSP,PIT,726,9,39,0,0,0,0,17,0,0,Y
2006,3,21,2,2135.0,2040,13.0,2313,OO,6072,N224SW,98.0,93.0,84.0,60.0,55.0,LAX,SGU,348,8,6,0,0,0,0,0,0,60,Y
2006,11,19,7,1041.0,1045,1407.0,1418,CO,1514,N33294,146.0,153.0,126.0,-11.0,-4.0,IAH,CMH,986,4,16,0,0,0,0,0,0,0,N
2006,5,3,3,802.0,805,907.0,916,OH,5901,N938CA,65.0,71.0,49.0,-9.0,-3.0,DTW,CVG,229,2,14,0,0,0,0,0,0,0,N
2006,12,10,7,1038.0,1035,1159.0,1200,DL,1097,N828MH,81.0,85.0,60.0,-1.0,3.0,MCO,ATL,403,10,11,0,0,0,0,0,0,0,Y
2006,12,13,3,727.0,735,847.0,906,XE,2127,N17560,80.0,91.0,65.0,-19.0,-8.0,IAH,TUL,429,2,13,0,0,0,0,0,0,0,N
2006,11,22,3,904.0,910,1718.0,1655,AA,76,N3AFAA,314.0,285.0,276.0,23.0,-6.0,LAX,IAD,2288,6,32,0,0,0,0,23,0,0,Y
2006,10,15,7,1121.0,1130,1231.0,1240,CO,1124,N16646,70.0,70.0,38.0,-9.0,-9.0,EWR,BOS,200,5,27,0,0,0,0,0,0,0,N
2006,8,19,6,746.0,745,911.0,915,WN,888,N765,85.0,90.0,67.0,-4.0,1.0,SAN,SMF,480,3,15,0,0,0,0,0,0,0,Y
2006,7,24,1,1138.0,1140,1339.0,1410,XE,3092,N14158,181.0,210.0,163.0,-31.0,-2.0,EWR,MSY,1167,3,15,0,0,0,0,0,0,0,N
2006,9,1,5,1155.0,1205,1726.0,1730,XE,3018,N13133,211.0,205.0,180.0,-4.0,-10.0,BFL,IAH,1428,21,10,0,0,0,0,0,0,0,N
2006,2,4,6,906.0,910,1036.0,1035,US,837,N804AW,210.0,205.0,175.0,1.0,-4.0,MSP,LAS,1300,5,30,0,0,0,0,0,0,0,Y
2006,4,28,5,1452.0,1500,1605.0,1607,US,2176,N740UW,73.0,67.0,46.0,-2.0,-8.0,DCA,LGA,214,13,14,0,0,0,0,0,0,0,N
2006,9,19,2,648.0,700,815.0,826,AS,563,N705AS,87.0,86.0,69.0,-11.0,-12.0,PSP,SFO,421,7,11,0,0,0,0,0,0,0,N
2006,11,28,2,835.0,835,941.0,942,OO,6557,N971SW,66.0,67.0,48.0,-1.0,0.0,DEN,DRO,251,3,15,0,0,0,0,0,0,0,N
2006,4,17,1,2136.0,2136,2311.0,2312,YV,7245,N857MJ,95.0,96.0,71.0,-1.0,0.0,IAD,MHT,418,8,16,0,0,0,0,0,0,0,N
2006,4,23,7,908.0,920,1152.0,1202,CO,1893,N12221,164.0,162.0,128.0,-10.0,-12.0,CLE,PBI,1020,19,17,0,0,0,0,0,0,0,N
2006,4,7,5,1144.0,1124,1237.0,1221,MQ,3416,N821AE,53.0,57.0,36.0,16.0,20.0,SJT,DFW,228,10,7,0,0,0,4,0,0,12,Y
2006,6,1,4,1816.0,1630,1931.0,1735,XE,2513,N16976,75.0,65.0,36.0,116.0,106.0,IAH,DAL,217,5,34,0,0,106,0,10,0,0,Y
2006,3,23,4,1900.0,1900,45.0,50,WN,1624,N205,225.0,230.0,210.0,-5.0,0.0,OAK,MDW,1844,5,10,0,0,0,0,0,0,0,N
2006,5,3,3,1615.0,1622,1825.0,1824,AS,567,N713AS,130.0,122.0,99.0,1.0,-7.0,SFO,SEA,679,9,22,0,0,0,0,0,0,0,Y
2006,9,1,5,608.0,610,734.0,740,F9,378,N938FR,146.0,150.0,127.0,-6.0,-2.0,MKE,DEN,895,7,12,0,0,0,0,0,0,0,N
2006,12,14,4,2030.0,2030,2153.0,2202,US,1894,N768UW,83.0,92.0,65.0,-9.0,0.0,PIT,BOS,496,6,12,0,0,0,0,0,0,0,N
2006,4,24,1,1619.0,1625,1722.0,1731,OO,6279,N581SW,63.0,66.0,52.0,-9.0,-6.0,GJT,DEN,212,3,8,0,0,0,0,0,0,0,N
2006,11,8,3,1005.0,1000,1425.0,1405,WN,1359,N780,200.0,185.0,188.0,20.0,5.0,AUS,BWI,1342,5,7,0,0,0,0,20,0,0,Y
